SectionName,Material,Shape,t3,t2,tf,tw,Area,TorsConst,I33,I22,I23,AS2,AS3,S33,S22,Z33,Z22,R33,R22,ConcCol,ConcBeam,Color,TotalWt,TotalMass,FromFile,AMod,A2Mod,A3Mod,JMod,I2Mod,I3Mod,MMod,WMod,SectInFile,FileName,GUID,Notes
TUBO180X90X5.4,A992Fy50,Box/Tube,0.18,0.09,0.0054,0.0054,0.002799,0.000009091,0.00001177,0.00000393,0,0.001944,0.000972,0.000130778,8.73333E-05,0.0001622,0.00009917,0.064846536,0.037470961,No,No,Yellow,0,0,Yes,1,1,1,1,1,1,1,1,TUBO180X90X5.4,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO80X80X10,A992Fy50,Box/Tube,0.08,0.08,0.01,0.01,0.0028,0.00000343,0.000002333,0.000002333,0,0.0016,0.0016,0.000058325,0.000058325,0.000074,0.000074,0.028865451,0.028865451,No,No,Gray8Dark,0,0,Yes,1,1,1,1,1,1,1,1,TUBO80X80X10,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO70X70X12.5,A992Fy50,Box/Tube,0.07,0.07,0.0125,0.0125,0.002875,0.000002376,0.000001659,0.000001659,0,0.00175,0.00175,0.0000474,0.0000474,0.00006297,0.00006297,0.024021729,0.024021729,No,No,Magenta,0,0,Yes,1,1,1,1,1,1,1,1,TUBO70X70X12.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO100X100X8,A992Fy50,Box/Tube,0.1,0.1,0.008,0.008,0.002944,0.00000623,0.000004184,0.000004184,0,0.0016,0.0016,0.00008368,0.00008368,0.0001018,0.0001018,0.037698749,0.037698749,No,No,Cyan,3.129378705,0.319107806,Yes,1,1,1,1,1,1,1,1,TUBO100X100X8,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO100X70X10,A992Fy50,Box/Tube,0.1,0.07,0.01,0.01,0.003,0.000003888,0.0000037,0.000002025,0,0.002,0.0014,0.000074,5.78571E-05,0.000095,0.0000725,0.035118846,0.025980762,No,No,Magenta,0,0,Yes,1,1,1,1,1,1,1,1,TUBO100X70X10,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO120X84X8,A992Fy50,Box/Tube,0.12,0.084,0.008,0.008,0.003008,0.000006166,0.000005722,0.000003202,0,0.00192,0.001344,9.53667E-05,7.62381E-05,0.0001185,0.00009146,0.043614913,0.032626595,No,No,Green,0,0,Yes,1,1,1,1,1,1,1,1,TUBO120X84X8,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO180X90X5.9,A992Fy50,Box/Tube,0.18,0.09,0.0059,0.0059,0.003047,0.000009798,0.00001273,0.000004232,0,0.002124,0.001062,0.000141444,9.40444E-05,0.0001759,0.0001074,0.064636521,0.037268044,No,No,Gray8Dark,0,0,Yes,1,1,1,1,1,1,1,1,TUBO180X90X5.9,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO160X112X5.9,A992Fy50,Box/Tube,0.16,0.112,0.0059,0.0059,0.00307,0.00001212,0.00001105,0.000006308,0,0.001888,0.001322,0.000138125,0.000112643,0.0001666,0.0001298,0.059994571,0.045329054,No,No,Yellow,0,0,Yes,1,1,1,1,1,1,1,1,TUBO160X112X5.9,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO140X70X8,A992Fy50,Box/Tube,0.14,0.07,0.008,0.008,0.003104,0.000005524,0.000007427,0.000002375,0,0.00224,0.00112,0.0001061,6.78571E-05,0.0001354,0.0000811,0.048915428,0.027661196,No,No,Green,0,0,Yes,1,1,1,1,1,1,1,1,TUBO140X70X8,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO200X100X5.4,A992Fy50,Box/Tube,0.2,0.1,0.0054,0.0054,0.003123,0.00001266,0.00001632,0.000005477,0,0.00216,0.00108,0.0001632,0.00010954,0.0002017,0.0001237,0.072289311,0.041877947,No,No,Blue,0,0,Yes,1,1,1,1,1,1,1,1,TUBO200X100X5.4,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO140X98X7.1,A992Fy50,Box/Tube,0.14,0.098,0.0071,0.0071,0.003178,0.00000926,0.000008506,0.000004811,0,0.001988,0.001392,0.000121514,9.81837E-05,0.0001487,0.0001153,0.051735154,0.038908163,No,No,Blue,0,0,Yes,1,1,1,1,1,1,1,1,TUBO140X98X7.1,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO120X60X10,A992Fy50,Box/Tube,0.12,0.06,0.01,0.01,0.0032,0.000003781,0.000005307,0.000001627,0,0.0024,0.0012,0.00008845,5.42333E-05,0.000116,0.000068,0.040723918,0.022548559,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO120X60X10,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO90X63X12.5,A992Fy50,Box/Tube,0.09,0.063,0.0125,0.0125,0.0032,0.000002992,0.000002958,0.000001578,0,0.00225,0.001575,6.57333E-05,5.00952E-05,0.00008744,0.00006584,0.030403536,0.022206418,No,No,Yellow,0,0,Yes,1,1,1,1,1,1,1,1,TUBO90X63X12.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO90X90X10,A992Fy50,Box/Tube,0.09,0.09,0.01,0.01,0.0032,0.00000512,0.000003467,0.000003467,0,0.0018,0.0018,7.70444E-05,7.70444E-05,0.0000965,0.0000965,0.032915612,0.032915612,No,No,Magenta,0,0,Yes,1,1,1,1,1,1,1,1,TUBO90X90X10,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO120X120X7.1,A992Fy50,Box/Tube,0.12,0.12,0.0071,0.0071,0.003206,0.00001022,0.000006839,0.000006839,0,0.001704,0.001704,0.000113983,0.000113983,0.0001359,0.0001359,0.046186446,0.046186446,No,No,Gray8Dark,0,0,Yes,1,1,1,1,1,1,1,1,TUBO120X120X7.1,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO160X80X7.1,A992Fy50,Box/Tube,0.16,0.08,0.0071,0.0071,0.003206,0.000007813,0.00001031,0.000003365,0,0.002272,0.001136,0.000128875,0.000084125,0.0001623,0.00009818,0.056708423,0.032397446,No,No,Blue,0,0,Yes,1,1,1,1,1,1,1,1,TUBO160X80X7.1,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO80X80X12.5,A992Fy50,Box/Tube,0.08,0.08,0.0125,0.0125,0.003375,0.000003844,0.000002651,0.000002651,0,0.002,0.002,0.000066275,0.000066275,0.00008641,0.00008641,0.028026443,0.028026443,No,No,Blue,0,0,Yes,1,1,1,1,1,1,1,1,TUBO80X80X12.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO200X100X5.9,A992Fy50,Box/Tube,0.2,0.1,0.0059,0.0059,0.003401,0.00001366,0.00001767,0.000005906,0,0.00236,0.00118,0.0001767,0.00011812,0.000219,0.000134,0.07208003,0.04167191,No,No,Green,0,0,Yes,1,1,1,1,1,1,1,1,TUBO200X100X5.9,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO140X98X8,A992Fy50,Box/Tube,0.14,0.098,0.008,0.008,0.003552,0.00001017,0.000009381,0.000005283,0,0.00224,0.001568,0.000134014,0.000107816,0.000165,0.0001277,0.051391121,0.038565932,No,No,Green,0,0,Yes,1,1,1,1,1,1,1,1,TUBO140X98X8,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO120X120X8,A992Fy50,Box/Tube,0.12,0.12,0.008,0.008,0.003584,0.00001124,0.000007531,0.000007531,0,0.00192,0.00192,0.000125517,0.000125517,0.0001508,0.0001508,0.045839759,0.045839759,No,No,Blue,0,0,Yes,1,1,1,1,1,1,1,1,TUBO120X120X8,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO160X80X8,A992Fy50,Box/Tube,0.16,0.08,0.008,0.008,0.003584,0.000008555,0.00001138,0.000003681,0,0.00256,0.00128,0.00014225,0.000092025,0.0001802,0.0001085,0.056349119,0.032047851,No,No,Green,0,0,Yes,1,1,1,1,1,1,1,1,TUBO160X80X8,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO100X100X10,A992Fy50,Box/Tube,0.1,0.1,0.01,0.01,0.0036,0.00000729,0.00000492,0.00000492,0,0.002,0.002,0.0000984,0.0000984,0.000122,0.000122,0.036968455,0.036968455,No,No,Red,0,0,Yes,1,1,1,1,1,1,1,1,TUBO100X100X10,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO100X70X12.5,A992Fy50,Box/Tube,0.1,0.07,0.0125,0.0125,0.003625,0.000004364,0.000004251,0.000002289,0,0.0025,0.00175,0.00008502,0.0000654,0.0001117,0.00008453,0.034244557,0.025128635,No,No,Yellow,0,0,Yes,1,1,1,1,1,1,1,1,TUBO100X70X12.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO180X90X7.1,A992Fy50,Box/Tube,0.18,0.09,0.0071,0.0071,0.003632,0.0000114,0.00001495,0.000004918,0,0.002556,0.001278,0.000166111,0.000109289,0.0002081,0.0001263,0.064157536,0.036797757,No,No,Blue,0,0,Yes,1,1,1,1,1,1,1,1,TUBO180X90X7.1,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO160X112X7.1,A992Fy50,Box/Tube,0.16,0.112,0.0071,0.0071,0.003661,0.00001417,0.00001297,0.000007367,0,0.002272,0.00159,0.000162125,0.000131554,0.0001971,0.0001531,0.059520987,0.044858575,No,No,Gray8Dark,0,0,Yes,1,1,1,1,1,1,1,1,TUBO160X112X7.1,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO120X84X10,A992Fy50,Box/Tube,0.12,0.084,0.01,0.01,0.00368,0.000007202,0.000006763,0.000003743,0,0.0024,0.00168,0.000112717,8.9119E-05,0.0001424,0.0001093,0.04286924,0.031892312,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO120X84X10,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO80X80X14.2,A992Fy50,Box/Tube,0.08,0.08,0.0142,0.0142,0.003737,0.000004045,0.000002823,0.000002823,0,0.002272,0.002272,0.000070575,0.000070575,0.00009365,0.00009365,0.027484883,0.027484883,No,No,Green,0,0,Yes,1,1,1,1,1,1,1,1,TUBO80X80X14.2,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO220X110X5.9,A992Fy50,Box/Tube,0.22,0.11,0.0059,0.0059,0.003755,0.00001842,0.00002375,0.000007972,0,0.002596,0.001298,0.000215909,0.000144945,0.0002668,0.0001636,0.079529241,0.046076414,No,No,Green,0,0,Yes,1,1,1,1,1,1,1,1,TUBO220X110X5.9,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO140X140X7.1,A992Fy50,Box/Tube,0.14,0.14,0.0071,0.0071,0.003774,0.00001667,0.00001114,0.00001114,0,0.001988,0.001988,0.000159143,0.000159143,0.0001883,0.0001883,0.054330243,0.054330243,No,No,Blue,0,0,Yes,1,1,1,1,1,1,1,1,TUBO140X140X7.1,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO140X70X10,A992Fy50,Box/Tube,0.14,0.07,0.01,0.01,0.0038,0.000006404,0.000008807,0.000002752,0,0.0028,0.0014,0.000125814,7.86286E-05,0.000163,0.0000965,0.048141786,0.02691116,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO140X70X10,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO90X90X12.5,A992Fy50,Box/Tube,0.09,0.09,0.0125,0.0125,0.003875,0.000005819,0.00000398,0.00000398,0,0.00225,0.00225,8.84444E-05,8.84444E-05,0.0001136,0.0001136,0.032048351,0.032048351,No,No,Yellow,0,0,Yes,1,1,1,1,1,1,1,1,TUBO90X90X12.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO200X100X7.1,A992Fy50,Box/Tube,0.2,0.1,0.0071,0.0071,0.004058,0.00001596,0.00002081,0.000006887,0,0.00284,0.00142,0.0002081,0.00013774,0.0002595,0.0001581,0.071611046,0.041196377,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO200X100X7.1,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO180X90X8,A992Fy50,Box/Tube,0.18,0.09,0.008,0.008,0.004064,0.00001253,0.00001654,0.000005397,0,0.00288,0.00144,0.000183778,0.000119933,0.0002314,0.00014,0.063795626,0.036441761,No,No,Green,0,0,Yes,1,1,1,1,1,1,1,1,TUBO180X90X8,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO160X112X8,A992Fy50,Box/Tube,0.16,0.112,0.008,0.008,0.004096,0.00001562,0.00001434,0.000008116,0,0.00256,0.001792,0.00017925,0.000144929,0.0002191,0.00017,0.059169051,0.044513428,No,No,Blue,0,0,Yes,1,1,1,1,1,1,1,1,TUBO160X112X8,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO180X126X7.1,A992Fy50,Box/Tube,0.18,0.126,0.0071,0.0071,0.004144,0.00002057,0.00001877,0.0000107,0,0.002556,0.001789,0.000208556,0.000169841,0.0002523,0.0001963,0.067301116,0.05081384,No,No,Blue,0,0,Yes,1,1,1,1,1,1,1,1,TUBO180X126X7.1,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO140X140X8,A992Fy50,Box/Tube,0.14,0.14,0.008,0.008,0.004224,0.0000184,0.00001231,0.00001231,0,0.00224,0.00224,0.000175857,0.000175857,0.0002093,0.0002093,0.05398425,0.05398425,No,No,Green,0,0,Yes,1,1,1,1,1,1,1,1,TUBO140X140X8,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO90X90X14.2,A992Fy50,Box/Tube,0.09,0.09,0.0142,0.0142,0.004305,0.000006184,0.000004268,0.000004268,0,0.002556,0.002556,9.48444E-05,9.48444E-05,0.0001238,0.0001238,0.03148659,0.03148659,No,No,Gray8Dark,0,0,Yes,1,1,1,1,1,1,1,1,TUBO90X90X14.2,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO140X98X10,A992Fy50,Box/Tube,0.14,0.098,0.01,0.01,0.00436,0.00001201,0.00001118,0.000006235,0,0.0028,0.00196,0.000159714,0.000127245,0.0001994,0.0001536,0.05063813,0.037815947,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO140X98X10,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO100X100X12.5,A992Fy50,Box/Tube,0.1,0.1,0.0125,0.0125,0.004375,0.000008374,0.000005697,0.000005697,0,0.0025,0.0025,0.00011394,0.00011394,0.0001445,0.0001445,0.036085612,0.036085612,No,No,Magenta,0,0,Yes,1,1,1,1,1,1,1,1,TUBO100X100X12.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO120X120X10,A992Fy50,Box/Tube,0.12,0.12,0.01,0.01,0.0044,0.00001331,0.000008947,0.000008947,0,0.0024,0.0024,0.000149117,0.000149117,0.000182,0.000182,0.045093338,0.045093338,No,No,Green,0,0,Yes,1,1,1,1,1,1,1,1,TUBO120X120X10,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO160X80X10,A992Fy50,Box/Tube,0.16,0.08,0.01,0.01,0.0044,0.00001002,0.00001359,0.000004307,0,0.0032,0.0016,0.000169875,0.000107675,0.000218,0.00013,0.055575501,0.031286797,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO160X80X10,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO120X84X12.5,A992Fy50,Box/Tube,0.12,0.084,0.0125,0.0125,0.004475,0.000008251,0.000007881,0.000004301,0,0.003,0.0021,0.00013135,0.000102405,0.0001693,0.000129,0.041965668,0.031001892,No,No,Red,0,0,Yes,1,1,1,1,1,1,1,1,TUBO120X84X12.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO220X110X7.1,A992Fy50,Box/Tube,0.22,0.11,0.0071,0.0071,0.004484,0.00002158,0.00002802,0.000009323,0,0.003124,0.001562,0.000254727,0.000169509,0.0003166,0.0001933,0.079049889,0.045597921,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO220X110X7.1,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO200X100X8,A992Fy50,Box/Tube,0.2,0.1,0.008,0.008,0.004544,0.00001758,0.00002306,0.000007579,0,0.0032,0.0016,0.0002306,0.00015158,0.000289,0.0001754,0.071237799,0.0408401,No,No,Red,0,0,Yes,1,1,1,1,1,1,1,1,TUBO200X100X8,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO140X70X12.5,A992Fy50,Box/Tube,0.14,0.07,0.0125,0.0125,0.004625,0.000007263,0.0000103,0.000003128,0,0.0035,0.00175,0.000147143,8.93714E-05,0.0001942,0.0001133,0.047191387,0.026006236,No,No,Red,0,0,Yes,1,1,1,1,1,1,1,1,TUBO140X70X12.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO200X140X7.1,A992Fy50,Box/Tube,0.2,0.14,0.0071,0.0071,0.004626,0.00002865,0.00002609,0.00001491,0,0.00284,0.001988,0.0002609,0.000213,0.0003143,0.0002449,0.075099012,0.056772237,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO200X140X7.1,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO180X126X8,A992Fy50,Box/Tube,0.18,0.126,0.008,0.008,0.00464,0.00002273,0.0000208,0.00001182,0,0.00288,0.002016,0.000231111,0.000187619,0.000281,0.0002183,0.066953406,0.050471911,No,No,Green,0,0,Yes,1,1,1,1,1,1,1,1,TUBO180X126X8,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO90X90X16,A992Fy50,Box/Tube,0.09,0.09,0.016,0.016,0.004736,0.000006484,0.000004524,0.000004524,0,0.00288,0.00288,0.000100533,0.000100533,0.0001335,0.0001335,0.0309069,0.0309069,No,No,Blue,0,0,Yes,1,1,1,1,1,1,1,1,TUBO90X90X16,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO100X100X14.2,A992Fy50,Box/Tube,0.1,0.1,0.0142,0.0142,0.004873,0.000008969,0.000006143,0.000006143,0,0.00284,0.00284,0.00012286,0.00012286,0.0001582,0.0001582,0.035505207,0.035505207,No,No,Yellow,0,0,Yes,1,1,1,1,1,1,1,1,TUBO100X100X14.2,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO240X120X7.1,A992Fy50,Box/Tube,0.24,0.12,0.0071,0.0071,0.00491,0.00002839,0.00003674,0.00001228,0,0.003408,0.001704,0.000306167,0.000204667,0.0003794,0.0002321,0.086502534,0.050010182,No,No,Magenta,0,0,Yes,1,1,1,1,1,1,1,1,TUBO240X120X7.1,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO120X84X14.2,A992Fy50,Box/Tube,0.12,0.084,0.0142,0.0142,0.004987,0.00000882,0.000008535,0.000004615,0,0.003408,0.002386,0.00014225,0.000109881,0.0001858,0.0001409,0.041369672,0.030420487,No,No,Magenta,0,0,Yes,1,1,1,1,1,1,1,1,TUBO120X84X14.2,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO180X90X10,A992Fy50,Box/Tube,0.18,0.09,0.01,0.01,0.005,0.0000148,0.00001985,0.000006362,0,0.0036,0.0018,0.000220556,0.000141378,0.000281,0.0001685,0.063007936,0.035670716,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO180X90X10,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO220X110X8,A992Fy50,Box/Tube,0.22,0.11,0.008,0.008,0.005024,0.00002383,0.0000311,0.00001028,0,0.00352,0.00176,0.000282727,0.000186909,0.000353,0.0002149,0.078678375,0.045234703,No,No,Red,0,0,Yes,1,1,1,1,1,1,1,1,TUBO220X110X8,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO160X112X10,A992Fy50,Box/Tube,0.16,0.112,0.01,0.01,0.00504,0.00001858,0.00001719,0.000009648,0,0.0032,0.00224,0.000214875,0.000172286,0.000266,0.0002055,0.058401321,0.043752551,No,No,Green,0,0,Yes,1,1,1,1,1,1,1,1,TUBO160X112X10,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO90X90X17.5,A992Fy50,Box/Tube,0.09,0.09,0.0175,0.0175,0.005075,0.000006669,0.000004705,0.000004705,0,0.00315,0.00315,0.000104556,0.000104556,0.0001407,0.0001407,0.030448212,0.030448212,No,No,Green,0,0,Yes,1,1,1,1,1,1,1,1,TUBO90X90X17.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO200X140X8,A992Fy50,Box/Tube,0.2,0.14,0.008,0.008,0.005184,0.00003172,0.00002896,0.0000165,0,0.0032,0.00224,0.0002896,0.000235714,0.0003505,0.0002727,0.074742356,0.056416933,No,No,Red,0,0,Yes,1,1,1,1,1,1,1,1,TUBO200X140X8,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO140X140X10,A992Fy50,Box/Tube,0.14,0.14,0.01,0.01,0.0052,0.00002197,0.00001473,0.00001473,0,0.0028,0.0028,0.000210429,0.000210429,0.000254,0.000254,0.053223043,0.053223043,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO140X140X10,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO140X98X12.5,A992Fy50,Box/Tube,0.14,0.098,0.0125,0.0125,0.005325,0.00001395,0.00001316,0.000007252,0,0.0035,0.00245,0.000188,0.000148,0.0002388,0.0001829,0.04971279,0.03690363,No,No,Red,0,0,Yes,1,1,1,1,1,1,1,1,TUBO140X98X12.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO260X130X7.1,A992Fy50,Box/Tube,0.26,0.13,0.0071,0.0071,0.005336,0.0000365,0.0000471,0.00001579,0,0.003692,0.001846,0.000362308,0.000242923,0.0004479,0.0002745,0.093951246,0.054398028,No,No,Gray8Dark,0,0,Yes,1,1,1,1,1,1,1,1,TUBO260X130X7.1,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO120X120X12.5,A992Fy50,Box/Tube,0.12,0.12,0.0125,0.0125,0.005375,0.00001553,0.00001049,0.00001049,0,0.003,0.003,0.000174833,0.000174833,0.0002177,0.0002177,0.044177233,0.044177233,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO120X120X12.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO160X80X12.5,A992Fy50,Box/Tube,0.16,0.08,0.0125,0.0125,0.005375,0.00001153,0.00001603,0.000004955,0,0.004,0.002,0.000200375,0.000123875,0.0002614,0.0001539,0.054610673,0.030362155,No,No,Red,0,0,Yes,1,1,1,1,1,1,1,1,TUBO160X80X12.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO100X100X16,A992Fy50,Box/Tube,0.1,0.1,0.016,0.016,0.005376,0.000009483,0.000006552,0.000006552,0,0.0032,0.0032,0.00013104,0.00013104,0.0001714,0.0001714,0.0349106,0.0349106,No,No,Gray8Dark,0,0,Yes,1,1,1,1,1,1,1,1,TUBO100X100X16,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO120X84X16,A992Fy50,Box/Tube,0.12,0.084,0.016,0.016,0.005504,0.000009305,0.000009143,0.000004896,0,0.00384,0.002688,0.000152383,0.000116571,0.0002017,0.0001522,0.040757276,0.029825071,No,No,Yellow,0,0,Yes,1,1,1,1,1,1,1,1,TUBO120X84X16,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO240X120X8,A992Fy50,Box/Tube,0.24,0.12,0.008,0.008,0.005504,0.0000314,0.00004083,0.00001356,0,0.00384,0.00192,0.00034025,0.000226,0.0004234,0.0002583,0.086129213,0.049635298,No,No,Yellow,0,0,Yes,1,1,1,1,1,1,1,1,TUBO240X120X8,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO200X100X10,A992Fy50,Box/Tube,0.2,0.1,0.01,0.01,0.0056,0.00002089,0.00002779,0.000008987,0,0.004,0.002,0.0002779,0.00017974,0.000352,0.000212,0.070445014,0.040060223,No,No,Magenta,0,0,Yes,1,1,1,1,1,1,1,1,TUBO200X100X10,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO180X126X10,A992Fy50,Box/Tube,0.18,0.126,0.01,0.01,0.00572,0.00002719,0.00002505,0.00001413,0,0.0036,0.00252,0.000278333,0.000224286,0.0003422,0.000265,0.066176813,0.049701909,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO180X126X10,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
