SectionName,Material,Shape,t3,t2,tf,tw,Area,TorsConst,I33,I22,I23,AS2,AS3,S33,S22,Z33,Z22,R33,R22,ConcCol,ConcBeam,Color,TotalWt,TotalMass,FromFile,AMod,A2Mod,A3Mod,JMod,I2Mod,I3Mod,MMod,WMod,SectInFile,FileName,GUID,Notes
TUBO60X30X3.6,A992Fy50,Box/Tube,0.06,0.03,0.0036,0.0036,0.0005962,1.928E-07,2.603E-07,8.285E-08,0,0.000432,0.000216,8.67667E-06,5.52333E-06,0.00001111,0.000006638,0.020894938,0.011788275,No,No,Blue,0,0,Yes,1,1,1,1,1,1,1,1,TUBO60X30X3.6,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO60X30X4,A992Fy50,Box/Tube,0.06,0.03,0.004,0.004,0.000656,2.068E-07,2.822E-07,8.886E-08,0,0.00048,0.00024,9.40667E-06,0.000005924,0.00001213,0.000007208,0.020740852,0.011638613,No,No,Green,0,0,Yes,1,1,1,1,1,1,1,1,TUBO60X30X4,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO60X42X3.6,A992Fy50,Box/Tube,0.06,0.042,0.0036,0.0036,0.0006826,3.562E-07,3.291E-07,0.000000185,0,0.000432,0.0003024,0.00001097,8.80952E-06,0.00001355,0.00001047,0.021957395,0.016462763,No,No,Gray8Dark,0,0,Yes,1,1,1,1,1,1,1,1,TUBO60X42X3.6,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO70X35X3.6,A992Fy50,Box/Tube,0.07,0.035,0.0036,0.0036,0.0007042,0.00000032,4.266E-07,1.377E-07,0,0.000504,0.000252,1.21886E-05,7.86857E-06,0.00001547,0.000009304,0.024612879,0.013983599,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO70X35X3.6,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO60X30X4.5,A992Fy50,Box/Tube,0.06,0.03,0.0045,0.0045,0.000729,2.225E-07,3.079E-07,9.564E-08,0,0.00054,0.00027,1.02633E-05,0.000006376,0.00001334,0.000007877,0.020551384,0.011453969,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO60X30X4.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO60X42X4,A992Fy50,Box/Tube,0.06,0.042,0.004,0.004,0.000752,3.854E-07,3.576E-07,2.001E-07,0,0.00048,0.000336,0.00001192,9.52857E-06,0.00001482,0.00001143,0.021806694,0.016312278,No,No,Blue,0,0,Yes,1,1,1,1,1,1,1,1,TUBO60X42X4,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO70X35X4,A992Fy50,Box/Tube,0.07,0.035,0.004,0.004,0.000776,3.452E-07,4.642E-07,1.484E-07,0,0.00056,0.00028,1.32629E-05,0.00000848,0.00001693,0.00001014,0.024458043,0.013828851,No,No,Red,0,0,Yes,1,1,1,1,1,1,1,1,TUBO70X35X4,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO60X30X5,A992Fy50,Box/Tube,0.06,0.03,0.005,0.005,0.0008,2.363E-07,3.317E-07,1.017E-07,0,0.0006,0.0003,1.10567E-05,0.00000678,0.0000145,0.0000085,0.020362343,0.011274972,No,No,Red,0,0,Yes,1,1,1,1,1,1,1,1,TUBO60X30X5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO70X49X3.6,A992Fy50,Box/Tube,0.07,0.049,0.0036,0.0036,0.000805,5.852E-07,5.379E-07,3.041E-07,0,0.000504,0.0003528,1.53686E-05,1.24122E-05,0.00001881,0.00001459,0.025849541,0.019436151,No,No,Green,0,0,Yes,1,1,1,1,1,1,1,1,TUBO70X49X3.6,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO60X60X3.6,A992Fy50,Box/Tube,0.06,0.06,0.0036,0.0036,0.0008122,6.459E-07,4.323E-07,4.323E-07,0,0.000432,0.000432,0.00001441,0.00001441,0.0000172,0.0000172,0.023070719,0.023070719,No,No,Blue,0,0,Yes,1,1,1,1,1,1,1,1,TUBO60X60X3.6,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO80X40X3.6,A992Fy50,Box/Tube,0.08,0.04,0.0036,0.0036,0.0008122,4.936E-07,6.521E-07,2.126E-07,0,0.000576,0.000288,1.63025E-05,0.00001063,0.00002054,0.00001242,0.028335156,0.016178943,No,No,Yellow,0,0,Yes,1,1,1,1,1,1,1,1,TUBO80X40X3.6,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO60X42X4.5,A992Fy50,Box/Tube,0.06,0.042,0.0045,0.0045,0.000837,4.192E-07,3.912E-07,2.177E-07,0,0.00054,0.000378,0.00001304,1.03667E-05,0.00001634,0.00001258,0.021619054,0.016127479,No,No,Green,0,0,Yes,1,1,1,1,1,1,1,1,TUBO60X42X4.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO60X30X5.4,A992Fy50,Box/Tube,0.06,0.03,0.0054,0.0054,0.0008554,0.000000246,3.494E-07,0.000000106,0,0.000648,0.000324,1.16467E-05,7.06667E-06,0.00001538,0.000008966,0.020210489,0.011131875,No,No,Magenta,0,0,Yes,1,1,1,1,1,1,1,1,TUBO60X30X5.4,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO70X35X4.5,A992Fy50,Box/Tube,0.07,0.035,0.0045,0.0045,0.000864,3.742E-07,5.086E-07,1.608E-07,0,0.00063,0.000315,1.45314E-05,9.18857E-06,0.00001869,0.00001113,0.024262263,0.013642255,No,No,Magenta,0,0,Yes,1,1,1,1,1,1,1,1,TUBO70X35X4.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO70X49X4,A992Fy50,Box/Tube,0.07,0.049,0.004,0.004,0.000888,6.357E-07,5.863E-07,3.302E-07,0,0.00056,0.000392,1.67514E-05,1.34776E-05,0.00002062,0.00001596,0.025695286,0.019283331,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO70X49X4,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO60X60X4,A992Fy50,Box/Tube,0.06,0.06,0.004,0.004,0.000896,7.025E-07,4.707E-07,4.707E-07,0,0.00048,0.00048,0.00001569,0.00001569,0.00001885,0.00001885,0.022920184,0.022920184,No,No,Green,0,0,Yes,1,1,1,1,1,1,1,1,TUBO60X60X4,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO80X40X4,A992Fy50,Box/Tube,0.08,0.04,0.004,0.004,0.000896,5.347E-07,7.113E-07,2.301E-07,0,0.00064,0.00032,1.77825E-05,0.000011505,0.00002253,0.00001357,0.02817555,0.016025231,No,No,Gray8Dark,0,0,Yes,1,1,1,1,1,1,1,1,TUBO80X40X4,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO60X42X5,A992Fy50,Box/Tube,0.06,0.042,0.005,0.005,0.00092,4.501E-07,4.227E-07,2.339E-07,0,0.0006,0.00042,0.00001409,1.11381E-05,0.0000178,0.00001366,0.021434937,0.015944878,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO60X42X5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO90X45X3.6,A992Fy50,Box/Tube,0.09,0.045,0.0036,0.0036,0.0009202,7.208E-07,9.456E-07,3.108E-07,0,0.000648,0.000324,2.10133E-05,1.38133E-05,0.00002634,0.00001599,0.032056242,0.018378048,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO90X45X3.6,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO60X30X5.9,A992Fy50,Box/Tube,0.06,0.03,0.0059,0.0059,0.0009228,2.565E-07,3.702E-07,1.108E-07,0,0.000708,0.000354,0.00001234,7.38667E-06,0.00001643,0.000009509,0.020029238,0.010957616,No,No,Yellow,0,0,Yes,1,1,1,1,1,1,1,1,TUBO60X30X5.9,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO80X56X3.6,A992Fy50,Box/Tube,0.08,0.056,0.0036,0.0036,0.0009274,8.959E-07,8.203E-07,4.657E-07,0,0.000576,0.0004032,2.05075E-05,1.66321E-05,0.00002494,0.00001938,0.029740811,0.02240885,No,No,Yellow,0,0,Yes,1,1,1,1,1,1,1,1,TUBO80X56X3.6,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO70X35X5,A992Fy50,Box/Tube,0.07,0.035,0.005,0.005,0.00095,4.003E-07,5.504E-07,0.000000172,0,0.0007,0.00035,1.57257E-05,9.82857E-06,0.00002038,0.00001206,0.024070073,0.01345558,No,No,Yellow,0,0,Yes,1,1,1,1,1,1,1,1,TUBO70X35X5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO70X70X3.6,A992Fy50,Box/Tube,0.07,0.07,0.0036,0.0036,0.0009562,0.000001054,7.047E-07,7.047E-07,0,0.000504,0.000504,2.01343E-05,2.01343E-05,0.00002383,0.00002383,0.02714737,0.02714737,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO70X70X3.6,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO60X42X5.4,A992Fy50,Box/Tube,0.06,0.042,0.0054,0.0054,0.000985,4.729E-07,4.464E-07,2.459E-07,0,0.000648,0.0004536,0.00001488,1.17095E-05,0.00001892,0.00001449,0.021288447,0.015800148,No,No,Red,0,0,Yes,1,1,1,1,1,1,1,1,TUBO60X42X5.4,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO70X49X4.5,A992Fy50,Box/Tube,0.07,0.049,0.0045,0.0045,0.00099,6.951E-07,0.000000644,0.000000361,0,0.00063,0.000441,0.0000184,1.47347E-05,0.00002282,0.00001762,0.025505001,0.019095718,No,No,Red,0,0,Yes,1,1,1,1,1,1,1,1,TUBO70X49X4.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO60X60X4.5,A992Fy50,Box/Tube,0.06,0.06,0.0045,0.0045,0.000999,7.693E-07,5.162E-07,5.162E-07,0,0.00054,0.00054,1.72067E-05,1.72067E-05,0.00002084,0.00002084,0.022731404,0.022731404,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO60X60X4.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO80X40X4.5,A992Fy50,Box/Tube,0.08,0.04,0.0045,0.0045,0.000999,5.825E-07,7.821E-07,2.504E-07,0,0.00072,0.00036,1.95525E-05,0.00001252,0.00002493,0.00001494,0.027980044,0.01583195,No,No,Blue,0,0,Yes,1,1,1,1,1,1,1,1,TUBO80X40X4.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO90X45X4,A992Fy50,Box/Tube,0.09,0.045,0.004,0.004,0.001016,7.832E-07,0.000001034,3.373E-07,0,0.00072,0.00036,2.29778E-05,1.49911E-05,0.00002893,0.0000175,0.03190167,0.018220543,No,No,Red,0,0,Yes,1,1,1,1,1,1,1,1,TUBO90X45X4,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO70X35X5.4,A992Fy50,Box/Tube,0.07,0.035,0.0054,0.0054,0.001017,4.192E-07,0.000000582,1.802E-07,0,0.000756,0.000378,1.66286E-05,1.02971E-05,0.00002167,0.00001277,0.023922194,0.013311191,No,No,Gray8Dark,0,0,Yes,1,1,1,1,1,1,1,1,TUBO70X35X5.4,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO80X56X4,A992Fy50,Box/Tube,0.08,0.056,0.004,0.004,0.001024,9.761E-07,8.963E-07,5.072E-07,0,0.00064,0.000448,2.24075E-05,1.81143E-05,0.00002739,0.00002125,0.029585351,0.022255617,No,No,Gray8Dark,0,0,Yes,1,1,1,1,1,1,1,1,TUBO80X56X4,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO100X50X3.6,A992Fy50,Box/Tube,0.1,0.05,0.0036,0.0036,0.001028,0.000001009,0.000001316,4.354E-07,0,0.00072,0.00036,0.00002632,0.000017416,0.00003285,0.00002,0.035779263,0.020580108,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO100X50X3.6,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO90X63X3.6,A992Fy50,Box/Tube,0.09,0.063,0.0036,0.0036,0.00105,0.000001301,0.000001188,6.765E-07,0,0.000648,0.0004536,0.0000264,2.14762E-05,0.00003194,0.00002485,0.033636715,0.025382784,No,No,Red,0,0,Yes,1,1,1,1,1,1,1,1,TUBO90X63X3.6,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO70X70X4,A992Fy50,Box/Tube,0.07,0.07,0.004,0.004,0.001056,0.00000115,7.695E-07,7.695E-07,0,0.00056,0.00056,2.19857E-05,2.19857E-05,0.00002617,0.00002617,0.026994318,0.026994318,No,No,Red,0,0,Yes,1,1,1,1,1,1,1,1,TUBO70X70X4,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO60X42X5.9,A992Fy50,Box/Tube,0.06,0.042,0.0059,0.0059,0.001064,0.000000499,4.742E-07,2.598E-07,0,0.000708,0.0004956,1.58067E-05,1.23714E-05,0.00002026,0.00001547,0.021111056,0.015626034,No,No,Magenta,0,0,Yes,1,1,1,1,1,1,1,1,TUBO60X42X5.9,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO70X49X5,A992Fy50,Box/Tube,0.07,0.049,0.005,0.005,0.00109,7.504E-07,6.986E-07,3.897E-07,0,0.0007,0.00049,0.00001996,1.59061E-05,0.00002493,0.0000192,0.025316347,0.018908277,No,No,Magenta,0,0,Yes,1,1,1,1,1,1,1,1,TUBO70X49X5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO60X60X5,A992Fy50,Box/Tube,0.06,0.06,0.005,0.005,0.0011,8.319E-07,5.592E-07,5.592E-07,0,0.0006,0.0006,0.00001864,0.00001864,0.00002275,0.00002275,0.022546921,0.022546921,No,No,Red,0,0,Yes,1,1,1,1,1,1,1,1,TUBO60X60X5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO70X35X5.9,A992Fy50,Box/Tube,0.07,0.035,0.0059,0.0059,0.0011,4.405E-07,6.193E-07,1.895E-07,0,0.000826,0.000413,1.76943E-05,1.08286E-05,0.00002323,0.00001361,0.023727621,0.013125271,No,No,Blue,0,0,Yes,1,1,1,1,1,1,1,1,TUBO70X35X5.9,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO80X40X5,A992Fy50,Box/Tube,0.08,0.04,0.005,0.005,0.0011,6.264E-07,8.492E-07,2.692E-07,0,0.0008,0.0004,0.00002123,0.00001346,0.00002725,0.00001625,0.027784888,0.015643761,No,No,Green,0,0,Yes,1,1,1,1,1,1,1,1,TUBO80X40X5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO90X45X4.5,A992Fy50,Box/Tube,0.09,0.045,0.0045,0.0045,0.001134,8.565E-07,0.000001139,3.685E-07,0,0.00081,0.000405,2.53111E-05,1.63778E-05,0.00003208,0.00001932,0.031692415,0.018026533,No,No,Magenta,0,0,Yes,1,1,1,1,1,1,1,1,TUBO90X45X4.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO100X50X4,A992Fy50,Box/Tube,0.1,0.05,0.004,0.004,0.001136,0.000001099,0.000001441,4.737E-07,0,0.0008,0.0004,0.00002882,0.000018948,0.00003613,0.00002193,0.03561581,0.020420319,No,No,Red,0,0,Yes,1,1,1,1,1,1,1,1,TUBO100X50X4,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO80X56X4.5,A992Fy50,Box/Tube,0.08,0.056,0.0045,0.0045,0.001143,0.000001071,9.875E-07,5.565E-07,0,0.00072,0.000504,2.46875E-05,0.000019875,0.00003037,0.00002351,0.029393103,0.022065281,No,No,Blue,0,0,Yes,1,1,1,1,1,1,1,1,TUBO80X56X4.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO90X63X4,A992Fy50,Box/Tube,0.09,0.063,0.004,0.004,0.00116,0.00000142,0.0000013,7.385E-07,0,0.00072,0.000504,2.88889E-05,2.34444E-05,0.00003512,0.00002729,0.033476703,0.025231685,No,No,Magenta,0,0,Yes,1,1,1,1,1,1,1,1,TUBO90X63X4,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO70X49X5.4,A992Fy50,Box/Tube,0.07,0.049,0.0054,0.0054,0.001169,7.918E-07,7.401E-07,4.113E-07,0,0.000756,0.0005292,2.11457E-05,1.67878E-05,0.00002656,0.00002042,0.025161582,0.018757377,No,No,Yellow,0,0,Yes,1,1,1,1,1,1,1,1,TUBO70X49X5.4,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO100X70X3.6,A992Fy50,Box/Tube,0.1,0.07,0.0036,0.0036,0.001172,0.000001812,0.000001651,0.000000943,0,0.00072,0.000504,0.00003302,2.69429E-05,0.00003979,0.000031,0.037532693,0.028365604,No,No,Red,0,0,Yes,1,1,1,1,1,1,1,1,TUBO100X70X3.6,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO60X60X5.4,A992Fy50,Box/Tube,0.06,0.06,0.0054,0.0054,0.001179,0.000000879,5.917E-07,5.917E-07,0,0.000648,0.000648,1.97233E-05,1.97233E-05,0.00002423,0.00002423,0.022402366,0.022402366,No,No,Magenta,0,0,Yes,1,1,1,1,1,1,1,1,TUBO60X60X5.4,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO70X70X4.5,A992Fy50,Box/Tube,0.07,0.07,0.0045,0.0045,0.001179,0.000001265,0.000000847,0.000000847,0,0.00063,0.00063,0.0000242,0.0000242,0.000029,0.000029,0.026803086,0.026803086,No,No,Magenta,0,0,Yes,1,1,1,1,1,1,1,1,TUBO70X70X4.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO80X40X5.4,A992Fy50,Box/Tube,0.08,0.04,0.0054,0.0054,0.001179,6.589E-07,9.003E-07,2.831E-07,0,0.000864,0.000432,2.25075E-05,0.000014155,0.00002904,0.00001725,0.027633553,0.015495765,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO80X40X5.4,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO120X60X3.6,A992Fy50,Box/Tube,0.12,0.06,0.0036,0.0036,0.001244,0.000001796,0.000002325,7.763E-07,0,0.000864,0.000432,0.00003875,2.58767E-05,0.00004805,0.00002938,0.043231598,0.0249807,No,No,Green,0,0,Yes,1,1,1,1,1,1,1,1,TUBO120X60X3.6,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO60X42X7.1,A992Fy50,Box/Tube,0.06,0.042,0.0071,0.0071,0.001247,5.513E-07,5.334E-07,2.884E-07,0,0.000852,0.0005964,0.00001778,1.37333E-05,0.00002322,0.00001761,0.020682035,0.01520773,No,No,Yellow,0,0,Yes,1,1,1,1,1,1,1,1,TUBO60X42X7.1,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO90X45X5,A992Fy50,Box/Tube,0.09,0.045,0.005,0.005,0.00125,9.248E-07,0.00000124,3.976E-07,0,0.0009,0.00045,2.75556E-05,1.76711E-05,0.00003513,0.00002106,0.031496031,0.017834797,No,No,Yellow,0,0,Yes,1,1,1,1,1,1,1,1,TUBO90X45X5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO80X56X5,A992Fy50,Box/Tube,0.08,0.056,0.005,0.005,0.00126,0.000001161,0.000001075,0.000000603,0,0.0008,0.00056,0.000026875,2.15357E-05,0.00003325,0.00002569,0.029209153,0.021876275,No,No,Green,0,0,Yes,1,1,1,1,1,1,1,1,TUBO80X56X5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO70X49X5.9,A992Fy50,Box/Tube,0.07,0.049,0.0059,0.0059,0.001265,8.402E-07,7.895E-07,4.366E-07,0,0.000826,0.0005782,2.25571E-05,1.78204E-05,0.00002852,0.00002188,0.024982207,0.018577899,No,No,Gray8Dark,0,0,Yes,1,1,1,1,1,1,1,1,TUBO70X49X5.9,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO100X50X4.5,A992Fy50,Box/Tube,0.1,0.05,0.0045,0.0045,0.001269,0.000001205,0.000001592,0.000000519,0,0.0009,0.00045,0.00003184,0.00002076,0.00004012,0.00002426,0.035419361,0.020223339,No,No,Magenta,0,0,Yes,1,1,1,1,1,1,1,1,TUBO100X50X4.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO60X60X5.9,A992Fy50,Box/Tube,0.06,0.06,0.0059,0.0059,0.001277,9.342E-07,6.302E-07,6.302E-07,0,0.000708,0.000708,2.10067E-05,2.10067E-05,0.000026,0.000026,0.022214869,0.022214869,No,No,Yellow,0,0,Yes,1,1,1,1,1,1,1,1,TUBO60X60X5.9,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO80X40X5.9,A992Fy50,Box/Tube,0.08,0.04,0.0059,0.0059,0.001277,6.963E-07,9.612E-07,2.992E-07,0,0.000944,0.000472,0.00002403,0.00001496,0.00003121,0.00001844,0.027435409,0.015306833,No,No,Red,0,0,Yes,1,1,1,1,1,1,1,1,TUBO80X40X5.9,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO100X70X4,A992Fy50,Box/Tube,0.1,0.07,0.004,0.004,0.001296,0.000001982,0.00000181,0.000001031,0,0.0008,0.00056,0.0000362,2.94571E-05,0.00004381,0.00003409,0.037371178,0.028205047,No,No,Magenta,0,0,Yes,1,1,1,1,1,1,1,1,TUBO100X70X4,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO90X63X4.5,A992Fy50,Box/Tube,0.09,0.063,0.0045,0.0045,0.001296,0.000001564,0.000001436,8.125E-07,0,0.00081,0.000567,3.19111E-05,2.57937E-05,0.000039,0.00003025,0.033287005,0.025038551,No,No,Yellow,0,0,Yes,1,1,1,1,1,1,1,1,TUBO90X63X4.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO70X70X5,A992Fy50,Box/Tube,0.07,0.07,0.005,0.005,0.0013,0.000001373,9.208E-07,9.208E-07,0,0.0007,0.0007,2.63086E-05,2.63086E-05,0.00003175,0.00003175,0.026614051,0.026614051,No,No,Yellow,0,0,Yes,1,1,1,1,1,1,1,1,TUBO70X70X5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO90X45X5.4,A992Fy50,Box/Tube,0.09,0.045,0.0054,0.0054,0.001341,0.000000976,0.000001318,4.194E-07,0,0.000972,0.000486,2.92889E-05,0.00001864,0.00003749,0.0000224,0.031350417,0.017684787,No,No,Gray8Dark,0,0,Yes,1,1,1,1,1,1,1,1,TUBO90X45X5.4,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO80X56X5.4,A992Fy50,Box/Tube,0.08,0.056,0.0054,0.0054,0.001352,0.000001229,0.000001141,6.382E-07,0,0.000864,0.0006048,0.000028525,2.27929E-05,0.00003549,0.00002738,0.029050558,0.021726514,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO80X56X5.4,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO80X80X4.5,A992Fy50,Box/Tube,0.08,0.08,0.0045,0.0045,0.001359,0.000001937,0.000001296,0.000001296,0,0.00072,0.00072,0.0000324,0.0000324,0.00003852,0.00003852,0.030881101,0.030881101,No,No,Blue,0,0,Yes,1,1,1,1,1,1,1,1,TUBO80X80X4.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO120X60X4,A992Fy50,Box/Tube,0.12,0.06,0.004,0.004,0.001376,0.000001963,0.000002552,8.477E-07,0,0.00096,0.00048,4.25333E-05,2.82567E-05,0.00005293,0.00003229,0.043065661,0.024820577,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO120X60X4,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO60X42X8,A992Fy50,Box/Tube,0.06,0.042,0.008,0.008,0.001376,5.815E-07,5.714E-07,0.000000306,0,0.00096,0.000672,1.90467E-05,1.45714E-05,0.00002522,0.00001902,0.020377969,0.014912536,No,No,Gray8Dark,0,0,Yes,1,1,1,1,1,1,1,1,TUBO60X42X8,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO70X70X5.4,A992Fy50,Box/Tube,0.07,0.07,0.0054,0.0054,0.001395,0.000001456,9.773E-07,9.773E-07,0,0.000756,0.000756,2.79229E-05,2.79229E-05,0.00003388,0.00003388,0.026468349,0.026468349,No,No,Gray8Dark,0,0,Yes,1,1,1,1,1,1,1,1,TUBO70X70X5.4,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
